"REF_DATE","GEO","Persons.in.low.income","Low.income.lines","Statistics","UOM","SCALAR_FACTOR","VALUE","STATUS"
2015,"Alberta","All persons","Low income measure after tax","Percentage of persons in low income","Percent","units",6.9,"D"
2015,"Alberta","Persons under 18 years","Low income measure after tax","Percentage of persons in low income","Percent","units",10.5,"E"
2015,"Alberta","Persons 18 to 64 years","Low income measure after tax","Percentage of persons in low income","Percent","units",6.1,"D"
2015,"Alberta","Persons 65 years and over","Low income measure after tax","Percentage of persons in low income","Percent","units",4.3,"E"
2015,"Alberta","Males","Low income measure after tax","Percentage of persons in low income","Percent","units",6.5,"D"
2015,"Alberta","Males, under 18 years","Low income measure after tax","Percentage of persons in low income","Percent","units",8.6,"E"
2015,"Alberta","Males, 18 to 64 years","Low income measure after tax","Percentage of persons in low income","Percent","units",6.2,"D"
2015,"Alberta","Males, 65 years and over","Low income measure after tax","Percentage of persons in low income","Percent","units",4,"E"
2015,"Alberta","Females","Low income measure after tax","Percentage of persons in low income","Percent","units",7.2,"D"
2015,"Alberta","Females, under 18 years","Low income measure after tax","Percentage of persons in low income","Percent","units",12.6,"E"
2015,"Alberta","Females, 18 to 64 years","Low income measure after tax","Percentage of persons in low income","Percent","units",5.9,"D"
2015,"Alberta","Females, 65 years and over","Low income measure after tax","Percentage of persons in low income","Percent","units",4.6,"E"
2015,"Alberta","Persons in economic families","Low income measure after tax","Percentage of persons in low income","Percent","units",6.4,"D"
2015,"Alberta","Males in economic families","Low income measure after tax","Percentage of persons in low income","Percent","units",5.6,"D"
2015,"Alberta","Females in economic families","Low income measure after tax","Percentage of persons in low income","Percent","units",7.2,"D"
2015,"Alberta","Elderly persons in economic families","Low income measure after tax","Percentage of persons in low income","Percent","units",3,"E"
2015,"Alberta","Elderly males in economic families","Low income measure after tax","Percentage of persons in low income","Percent","units",NA,"F"
2015,"Alberta","Elderly females in economic families","Low income measure after tax","Percentage of persons in low income","Percent","units",NA,"F"
2015,"Alberta","Persons under 18 years in economic families","Low income measure after tax","Percentage of persons in low income","Percent","units",10.5,"E"
2015,"Alberta","Persons under 18 years in couple families with children","Low income measure after tax","Percentage of persons in low income","Percent","units",8.2,"E"
2015,"Alberta","Persons under 18 years in female lone-parent families","Low income measure after tax","Percentage of persons in low income","Percent","units",35,"E"
2015,"Alberta","Persons under 18 years in all other economic families","Low income measure after tax","Percentage of persons in low income","Percent","units",NA,"F"
2015,"Alberta","Persons 18 to 64 years in economic families","Low income measure after tax","Percentage of persons in low income","Percent","units",5.2,"D"
2015,"Alberta","Males 18 to 64 years in economic families","Low income measure after tax","Percentage of persons in low income","Percent","units",4.8,"D"
2015,"Alberta","Females 18 to 64 years in economic families","Low income measure after tax","Percentage of persons in low income","Percent","units",5.7,"D"
2015,"Alberta","Persons not in an economic family","Low income measure after tax","Percentage of persons in low income","Percent","units",9.6,"D"
2015,"Alberta","Males not in an economic family","Low income measure after tax","Percentage of persons in low income","Percent","units",11.6,"D"
2015,"Alberta","Females not in an economic family","Low income measure after tax","Percentage of persons in low income","Percent","units",7.4,"E"
2015,"Alberta","Elderly persons not in an economic family","Low income measure after tax","Percentage of persons in low income","Percent","units",7.9,"E"
2015,"Alberta","Elderly males not in an economic family","Low income measure after tax","Percentage of persons in low income","Percent","units",NA,"F"
2015,"Alberta","Elderly females not in an economic family","Low income measure after tax","Percentage of persons in low income","Percent","units",7.7,"E"
2015,"Alberta","Non-elderly persons not in an economic family","Low income measure after tax","Percentage of persons in low income","Percent","units",10,"D"
2015,"Alberta","Non-elderly males not in an economic family","Low income measure after tax","Percentage of persons in low income","Percent","units",12.1,"E"
2015,"Alberta","Non-elderly females not in an economic family","Low income measure after tax","Percentage of persons in low income","Percent","units",7.3,"E"
2015,"British Columbia","All persons","Low income measure after tax","Percentage of persons in low income","Percent","units",16.6,"C"
2015,"British Columbia","Persons under 18 years","Low income measure after tax","Percentage of persons in low income","Percent","units",14.1,"D"
2015,"British Columbia","Persons 18 to 64 years","Low income measure after tax","Percentage of persons in low income","Percent","units",17.7,"C"
2015,"British Columbia","Persons 65 years and over","Low income measure after tax","Percentage of persons in low income","Percent","units",15,"D"
2015,"British Columbia","Males","Low income measure after tax","Percentage of persons in low income","Percent","units",16.4,"C"
2015,"British Columbia","Males, under 18 years","Low income measure after tax","Percentage of persons in low income","Percent","units",12.6,"E"
2015,"British Columbia","Males, 18 to 64 years","Low income measure after tax","Percentage of persons in low income","Percent","units",18.2,"C"
2015,"British Columbia","Males, 65 years and over","Low income measure after tax","Percentage of persons in low income","Percent","units",13.5,"D"
2015,"British Columbia","Females","Low income measure after tax","Percentage of persons in low income","Percent","units",16.8,"C"
2015,"British Columbia","Females, under 18 years","Low income measure after tax","Percentage of persons in low income","Percent","units",15.7,"E"
2015,"British Columbia","Females, 18 to 64 years","Low income measure after tax","Percentage of persons in low income","Percent","units",17.3,"D"
2015,"British Columbia","Females, 65 years and over","Low income measure after tax","Percentage of persons in low income","Percent","units",16.4,"D"
2015,"British Columbia","Persons in economic families","Low income measure after tax","Percentage of persons in low income","Percent","units",12.3,"D"
2015,"British Columbia","Males in economic families","Low income measure after tax","Percentage of persons in low income","Percent","units",11.2,"D"
2015,"British Columbia","Females in economic families","Low income measure after tax","Percentage of persons in low income","Percent","units",13.4,"D"
2015,"British Columbia","Elderly persons in economic families","Low income measure after tax","Percentage of persons in low income","Percent","units",7.3,"E"
2015,"British Columbia","Elderly males in economic families","Low income measure after tax","Percentage of persons in low income","Percent","units",7.3,"E"
2015,"British Columbia","Elderly females in economic families","Low income measure after tax","Percentage of persons in low income","Percent","units",7.3,"E"
